Ministere / Entite;Acheteur;Libelle du projet achat;Code nomenclature Etat; Libelle nomenclature Etat;Perimetre organisationnel;Perimetre geographique;Region si perimetre geographique regional;Date envisagee pour la notification;Duree envisagee en mois, toutes periodes incluses hors garantie;Montant previsionnel HT (toutes periodes de reconduction incluses);annee
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Metz;Rehabilitation partielle du betiment 74;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;GRAND EST;2019 4eme trim;24;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Metz;VERDUN - Remise e niveau du systeme de chauffage du quartier;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;GRAND EST;2020 3eme trim;24;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Metz;CPE Mourmelon;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;GRAND EST;2021 4eme trim;48;entre 10 MEuros et 100 MEuros;2021
Plateformes regionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Charbon, bois, biomasse et autres energies + Fioul + Electricite;32.01.03;Gaz naturel;Interministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 3eme trim;48;> 10 Meuros;2020
Plateformes regionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Prestation de numerisation (tout type);33.04.08;Prestation de numerisation (tout type);Interministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Plateformes regionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Services de traduction, interprete;40.01.11;Services de traduction, interprete;Interministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Plateformes regionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Formation HSCT;40.02.04;Formation HSCT;Interministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Prestations de restauration collective;41.04.01;Prestations de restauration collective;Interministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2019 4eme trim;48;entre 1 MEuros et 10 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA AUVERGNE RHONE ALPES;Contrat de maintenance multi-techniques;37.05.02;Contrat de maintenance multitechniques;Interministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
Plateformes regionales des achats de l'Etat;PFRA BOURGOGNE FRANCHE COMTE;SUPPORT ET MAINTENANCE MATERIEL IT (autocommutateurs);33.03.07;SUPPORT ET MAINTENANCE MATERIEL IT;Interministeriel;Regional ou infra;BOURGOGNE FRANCHE COMTE;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BOURGOGNE FRANCHE COMTE;Prestation d'assistance e maetrise d'ouvrage (AMOA);36.04.01;Prestation d'assistance e maetrise d'ouvrage (AMOA);Interministeriel;Regional ou infra;BOURGOGNE FRANCHE COMTE;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BOURGOGNE FRANCHE COMTE;Nettoyage courant (bureau, hetellerie, plonge) (vague 2);37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Interministeriel;Regional ou infra;BOURGOGNE FRANCHE COMTE;2020 2nd trim;48;entre 1 MEuros et 10 MEuros;2020
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;MAINTENANCE DES EQUIPEMENTS DE LUTTE CONTRE L INCENDIE;37.02.08;Maintenance instal systeme de securite incendie (SSI);Interministeriel;Regional ou infra;BRETAGNE;2021 3eme trim;48;A determiner;2021
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Prestation de montage d'exposition (scenographie);38.02.03;Prestation de montage d'exposition (scenographie);Interministeriel;Regional ou infra;BRETAGNE;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Collecte, traitement dechet non dang, yc dechets indus banals;41.06.01;Collect, traitement dechet non dang, yc dechets indus banals;Interministeriel;Regional ou infra;BRETAGNE;2020 1er trim;48;entre 1 MEuros et 10 MEuros;2020
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Fourniture horticoles, materiel, plantes, fleurs;44.03.01;Fournitures horticoles, materiel, plantes et fleurs;Interministeriel;Regional ou infra;BRETAGNE;2020 1er trim;48;< 100 KEuros;2020
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Creation conception supports de communication;38.02.01;Creation conception supports de communication;Interministeriel;Regional ou infra;BRETAGNE;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Frais representation;38.02.09;Frais representation;Interministeriel;Regional ou infra;BRETAGNE;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;FORMATION;40.02.03;Formation linguistique;Interministeriel;Regional ou infra;BRETAGNE;2019 1er trim;48;< 100 KEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Frais hetels et hebergement;35.03.07;Frais hetels et hebergement;Interministeriel;Regional ou infra;BRETAGNE;2019 4eme trim;48;entre 1 MEuros et 10 MEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Agence de presse et veille media;38.02.06;Agence de presse et veille media;Interministeriel;Regional ou infra;BRETAGNE;2019 4eme trim;48;< 100 KEuros;2019
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Prestation agence immo, yc reservation logement et salle;45.05.08;Prestation agence immo, yc reservation logement et salle;Interministeriel;Regional ou infra;BRETAGNE;2021 3eme trim;48;< 100 KEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;14NN148 - COETQUIDAN (56) - Travaux d'entretien, de reparation et d'amenagement des voiries dans les immeubles militaires de l'Unite de Soutien de l'Infrastructure de la Defense de Vannes-Coetquidan;37.02.09;Maintenance de voierie et reseaux divers (VRD), hors route;Ministeriel;Regional ou infra;BRETAGNE;2018 decembre;48;entre 1 MEuros et 10 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;15NN142 - GUER (56) - Camp de Coetquidan -exploitation et de maintenance multi-technique de la base de defense de Vannes Coetquidan - Lot ne 2 : Electricite;37.05.02;Contrat de maintenance multitechniques;Ministeriel;Regional ou infra;BRETAGNE;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;Maintenance d'un systeme de telereleve des consommations d'energie et de fluides.;37.02.01;Maintenance instal electr (courant faible et fort, HT-BT);Ministeriel;Inter-regionnal;BRETAGNE;2018 decembre;48;entre 1 MEuros et 10 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;441824 - ISTRES - BA125 - construction d'un cynogroupe (travaux);36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2021 4eme trim;12;entre 1 MEuros et 10 MEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445491 - ISTRES - BA 125 - Mise en place de barrieres anti souffle;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2018 octobre;12;entre 1 MEuros et 10 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;443679 - AUBAGNE - CASERNE VIENOT - 1ER RE - AUBAGNE (13) - CASERNE VIENOT - 1ER REGIMENT ETRANGER -- Bet 015 - Renovation du BCC - GR - liee e ID 24619 Logement BCC 15 (42 places) MOUP;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2019 3eme trim;12;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445143 - MIRAMAS - 4EME RMAT - Raccordement reseaux eaux usees zone vie sur reseau de la ville;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2020 2nd trim;12;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;NON CREE - SALON DE PROVENCE - BA 701 - Renovation du reseau d'assainissement;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2020 4eme trim;12;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;448444 - 018 AC LAUDUN 1 REG - STAND B6 Adaptation contrainte/reglementation ST/CT ECI EMZD Lyon;36.02.04;Travaux de mise aux normes betiment;Ministeriel;Regional ou infra;PACA;2018 decembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;450433 - 018 AC MONTFERRAT - CANJUERS - Ferme VILLARS - Bivouac 50 pl - Remise en etat de la ferme;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2018 decembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445034 - 018 AC GAP 4 RCH GUILLAUME Installation technique pour accueil VBMR - INFRA SCORPION etape 1;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;PACA;2018 novembre;16;entre 1 MEuros et 10 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;449163 - 017 ML ISTRES DGA Ev Remplact derniere chaudiere - 2 T+ renov sous station suite e audit;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2018 novembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;BDD DRAGUIGNAN (83) - MBC pour l'execution de travaux d'entretien et d'adaptation mineure tous corps d'etat LOT 2 :  depts 83 et 06 (zone de beuil) menuiseries exterieures, vitrerie et miroiterie, stores et fermetures, metallerie;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;PACA;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;BDD DRAGUIGNAN (83) - MBC pour l'execution de travaux d'entretien et d'adaptation mineure tous corps d'etat LOT 3 : depts 83 et 06 (zone de beuil) menuiseries et amenagements interieurs;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;PACA;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptations mineurs tous corps d'etat - BDD GAP - departements des hautes alpes et alpes de haute provence LOT 5 : revetement de sols et murs - carrelages et faeence;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;PACA;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;Marche subsequent e l'AC MCO - mise e hauteur exceptionnelle (MHE) des systemes de securite des sites de la direction generale de l'armement (DGA);37.02.12;Maintenance instal materiel de securite (acces, alarme);Ministeriel;Regional ou infra;PACA;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;440846 445695 - ST CHRISTOL - CASERNE MARECHAL KOENIG - 2eme REG - Installation technique pour accueil VBMR SCORPION (MOP);36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;OCCITANIE;2018 octobre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445529 - CARCASSONNE - QUARTIER LAPERRINE - REHABILITATION DU CMA - renovation de l'antenne de Carcassonne;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;OCCITANIE;2019 1er trim;12;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445095 - NIMES - quartier El Parras (ex BAN NIMES GARONS) - Mise aux normes de la STEP;36.02.04;Travaux de mise aux normes betiment;Ministeriel;Regional ou infra;OCCITANIE;2020 4eme trim;12;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;440502 - SOLENZARA - BA126 - DEA SOLENZARA - Construction d'un atelier NTI1+;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;CORSE;2020 4eme trim;12;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445492 - SOLENZARA - BA126 - Adaptation des locaux de l'escadron de protection;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;CORSE;2020 4eme trim;12;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;442548 444491 - VALENCE (26) e Quartier BAQUET e 1er RS e Creation deune zone entrainement TIOR et multi-sport AMO conduite d'operation;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2019 4eme trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;440369 - 014 AC POLEYMIEUX BA 942 - Creation d'un bouclage HT;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2018 decembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptations mineurs tous corps d'etat - BDD GAC - departement de haute savoie LOT 4 : peinture;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptations mineurs tous corps d'etat - BDD GAC - departement de haute savoie LOT 6 : etancheite - charpente - couverture;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 4eme trim;48;entre 1 MEuros et 10 MEuros;2020
